Station ID,Address,Charger Type,Station Operator,Cost (USD/kWh),Distance to City (km),Usage Stats (avg users/day),Charging Capacity (kW),Reviews (Rating),Renewable Energy Source,PRIME_UtilityScore_100,PRIME_RiskScore_100,PRIME_DeploymentImpact_100,NetworkRank
EVS00919,"7764 Moscow Ave, Moscow",AC Level 1,Greenlots,0.2,6.06,58,350,3.9,Yes,65.03125222046904,35.374358974358856,61.011111111111106,511
EVS00920,"5443 Toronto Ave, Toronto",DC Fast Charger,ChargePoint,0.3,9.21,57,150,3.0,Yes,57.189655983125,46.14634146341463,57.74850948509486,994
EVS00921,"1671 Random Rd, City 37, Country",AC Level 1,Tesla,0.38,17.12,81,350,4.4,Yes,73.96737962864154,52.028205128205094,81.22222222222223,184
EVS00922,"6858 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,0.1,6.13,40,150,3.3,Yes,65.18881814041762,25.294684177611014,59.866937669376696,500
EVS00923,"992 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,0.12,2.26,31,150,5.0,No,56.44879207468397,16.57160725453402,49.18915989159892,1049
EVS00924,"7350 São Paulo Ave, São Paulo",DC Fast Charger,Greenlots,0.12,3.51,86,50,3.4,Yes,47.42934242015573,33.83746091307057,45.8449864498645,1902
EVS00925,"3496 São Paulo Ave, São Paulo",DC Fast Charger,EVgo,0.34,18.0,72,350,3.6,Yes,57.335831317251476,61.54871794871782,67.48888888888888,978
EVS00926,"5363 Mumbai Ave, Mumbai",AC Level 2,EVgo,0.16,11.98,68,350,4.1,Yes,77.16834783168896,35.343589743589646,76.63333333333333,120
EVS00927,"6195 Dubai Ave, Dubai",DC Fast Charger,EVgo,0.32,14.33,55,150,4.0,No,49.06523882815016,55.33864915572225,58.17073170731708,1713
EVS00928,"8274 Los Angeles Ave, Los Angeles",AC Level 2,Greenlots,0.38,14.38,24,50,3.2,No,25.888300309864274,63.81694809255774,32.75609756097561,4318
EVS00929,"8201 São Paulo Ave, São Paulo",AC Level 2,EVgo,0.27,6.08,52,22,3.4,Yes,35.52732316106134,43.996153846153746,41.37777777777778,3348
EVS00930,"9633 Seoul Ave, Seoul",AC Level 2,ChargePoint,0.5,0.65,59,350,3.2,No,37.447116270394275,60.22564102564103,49.977777777777774,3113
EVS00931,"274 Random Rd, City 287, Country",AC Level 1,ChargePoint,0.34,2.85,99,50,3.2,Yes,29.699394542521716,54.61181988742951,37.200542005420054,4001
EVS00932,"9001 Bangkok Ave, Bangkok",AC Level 1,EVgo,0.21,12.17,65,150,3.2,Yes,55.26030710056102,42.72454659161976,54.34850948509485,1130
EVS00933,"7276 Mumbai Ave, Mumbai",AC Level 1,Tesla,0.5,10.41,30,22,3.9,No,23.333078545537397,65.2461538461538,41.41111111111111,4506
EVS00934,"8356 Seoul Ave, Seoul",AC Level 1,EVgo,0.28,14.77,71,22,3.7,No,22.377225116505645,60.661538461538456,37.077777777777776,4563
EVS00935,"3638 Bangkok Ave, Bangkok",DC Fast Charger,Greenlots,0.47,2.02,83,350,4.7,No,64.89483207166784,45.69358974358966,75.49999999999999,519
EVS00936,"4084 Seoul Ave, Seoul",AC Level 2,ChargePoint,0.21,6.7,64,22,4.8,Yes,51.17044222454405,29.691025641025547,56.199999999999996,1497
EVS00937,"1265 Sydney Ave, Sydney",AC Level 2,ChargePoint,0.14,4.24,46,50,3.1,No,32.54175428563767,39.69130706691681,31.078319783197834,3706
EVS00938,"315 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,0.2,15.4,44,150,4.1,Yes,58.4620837357393,37.96647904940587,62.04471544715447,900
EVS00939,"4299 Seoul Ave, Seoul",AC Level 2,EVgo,0.27,9.0,37,50,4.3,No,45.16256446098808,40.55156347717318,45.43387533875339,2146
EVS00940,"9343 Mexico City Ave, Mexico City",DC Fast Charger,Ionity,0.27,4.19,16,22,4.7,No,46.29236902691299,28.180769230769233,43.1888888888889,2008
EVS00941,"9185 Random Rd, City 377, Country",DC Fast Charger,Greenlots,0.16,4.82,10,50,4.3,Yes,59.16721619648078,17.61894934333959,51.08373983739837,856
EVS00942,"7182 Seoul Ave, Seoul",AC Level 1,Tesla,0.28,9.86,61,50,4.2,No,34.21547382708031,48.84258911819888,38.111653116531166,3495
EVS00943,"9921 Los Angeles Ave, Los Angeles",AC Level 1,Greenlots,0.11,14.73,67,150,4.8,No,54.12632981560151,32.97839274546584,55.45962059620596,1220
EVS00944,"6599 Sydney Ave, Sydney",AC Level 2,Ionity,0.26,10.16,61,350,4.6,Yes,69.87361127131169,36.79230769230765,67.5111111111111,288
EVS00945,"9223 Seoul Ave, Seoul",DC Fast Charger,ChargePoint,0.39,19.73,25,50,4.1,No,34.20105639504505,63.10797373358344,45.67831978319783,3499
EVS00946,"3808 Mexico City Ave, Mexico City",DC Fast Charger,Greenlots,0.25,1.27,90,50,4.0,No,41.142466093914805,40.290025015634775,42.08943089430895,2652
EVS00947,"4297 São Paulo Ave, São Paulo",DC Fast Charger,Tesla,0.29,11.28,17,150,4.3,No,33.256841271118596,48.365196998123785,35.71138211382113,3627
EVS00948,"9213 São Paulo Ave, São Paulo",DC Fast Charger,Ionity,0.46,13.63,20,50,4.9,No,36.29241772427419,55.58105065666034,47.056097560975616,3254
EVS00949,"2813 Bangkok Ave, Bangkok",DC Fast Charger,ChargePoint,0.12,4.97,11,150,4.0,Yes,50.617622535157864,26.533145716072454,48.18915989159892,1559
EVS00950,"4705 Berlin Ave, Berlin",AC Level 1,Ionity,0.28,5.76,61,50,3.2,Yes,37.352030471316304,47.509255784865424,40.00054200542006,3125
EVS00951,"7586 Random Rd, City 234, Country",DC Fast Charger,Tesla,0.39,12.83,68,50,4.4,No,29.682022751333225,62.190025015634646,41.42276422764228,4004
EVS00952,"5422 Beijing Ave, Beijing",AC Level 2,Greenlots,0.27,9.79,32,22,3.2,No,20.846250975049053,54.21923076923068,27.53333333333334,4630
EVS00953,"7109 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,0.41,3.43,48,150,3.8,No,44.235508317319145,49.901469668542745,52.63739837398374,2265
EVS00954,"1558 Toronto Ave, Toronto",DC Fast Charger,ChargePoint,0.32,5.29,44,22,4.2,Yes,42.29909579499819,40.5076923076923,49.555555555555564,2516
EVS00955,"8680 Toronto Ave, Toronto",AC Level 1,Tesla,0.31,3.42,65,150,3.7,Yes,64.83467637287359,35.2758286429017,62.292953929539294,522
EVS00956,"5232 Beijing Ave, Beijing",DC Fast Charger,EVgo,0.47,5.4,39,50,3.6,No,29.181580446320755,59.1079737335835,39.33387533875339,4053
EVS00957,"1103 San Francisco Ave, San Francisco",AC Level 2,Tesla,0.47,14.29,99,350,5.0,No,74.15284301687558,53.749999999999964,87.24444444444445,180
EVS00958,"4521 Berlin Ave, Berlin",AC Level 2,Tesla,0.33,11.73,52,150,3.3,Yes,47.751162346511315,53.09377736085054,54.51517615176152,1862
EVS00959,"7206 Moscow Ave, Moscow",AC Level 2,ChargePoint,0.34,8.24,16,150,4.8,No,44.807521822823624,44.26904315196988,48.678048780487806,2184
EVS00960,"8675 São Paulo Ave, São Paulo",AC Level 1,Greenlots,0.18,12.77,74,150,3.0,No,44.66448892847404,53.8514696685428,50.326287262872626,2201
EVS00961,"5928 Random Rd, City 350, Country",DC Fast Charger,Ionity,0.22,4.76,31,150,3.2,No,42.75950269860589,41.55365853658529,41.03360433604336,2452
EVS00962,"7868 San Francisco Ave, San Francisco",AC Level 1,Ionity,0.15,14.87,89,22,3.4,No,10.09729800298867,59.81666666666665,28.622222222222227,4949
EVS00963,"4590 Seoul Ave, Seoul",AC Level 2,EVgo,0.34,0.59,86,150,3.6,Yes,60.62482319055914,39.06685428392738,59.54850948509486,751
EVS00964,"9067 Mexico City Ave, Mexico City",AC Level 1,ChargePoint,0.34,5.92,15,150,3.8,Yes,42.60511332722518,45.38442776735451,45.58915989159892,2473
EVS00965,"6409 Mexico City Ave, Mexico City",DC Fast Charger,Greenlots,0.24,1.36,58,350,4.1,No,60.57577782025249,37.54871794871783,59.07777777777778,753
EVS00966,"7535 Seoul Ave, Seoul",AC Level 2,Greenlots,0.49,10.04,73,150,3.1,Yes,47.1884389118005,64.76557223264533,58.84850948509486,1921
EVS00967,"6177 Mexico City Ave, Mexico City",DC Fast Charger,Ionity,0.36,9.38,50,350,3.8,Yes,58.35980710640115,55.01794871794873,63.822222222222216,906
EVS00968,"8580 Los Angeles Ave, Los Angeles",AC Level 2,Tesla,0.25,9.68,87,22,4.6,No,25.799893236409503,51.06794871794863,42.666666666666664,4324
EVS00969,"5334 Toronto Ave, Toronto",DC Fast Charger,Ionity,0.42,0.96,31,22,4.4,No,31.431495295204552,42.412820512820524,38.2,3828
EVS00970,"2780 Bangkok Ave, Bangkok",AC Level 2,EVgo,0.31,13.72,95,150,3.1,No,37.73286678675776,69.72711069418378,50.0929539295393,3073
EVS00971,"668 Random Rd, City 378, Country",DC Fast Charger,Ionity,0.37,8.52,77,150,4.7,No,53.033771626122686,50.1604440275171,60.98184281842819,1312
EVS00972,"7130 Bangkok Ave, Bangkok",DC Fast Charger,Ionity,0.21,19.23,90,22,4.5,No,15.157492213147032,62.096153846153854,41.833333333333336,4845
EVS00973,"140 Dubai Ave, Dubai",AC Level 1,Tesla,0.38,14.72,40,22,3.7,Yes,34.47417544696281,59.392307692307625,47.344444444444456,3462
EVS00974,"4085 San Francisco Ave, San Francisco",DC Fast Charger,Tesla,0.17,2.42,26,350,3.2,No,40.43998979196417,44.78333333333325,37.93333333333333,2732
EVS00975,"4769 Mexico City Ave, Mexico City",AC Level 1,Greenlots,0.23,11.24,21,150,4.4,No,47.41069464697946,41.47801751094426,48.54471544715447,1907
EVS00976,"3263 São Paulo Ave, São Paulo",DC Fast Charger,Tesla,0.34,16.45,35,350,3.4,Yes,44.11533768600639,67.14358974358967,53.022222222222226,2282
EVS00977,"4857 Los Angeles Ave, Los Angeles",DC Fast Charger,Greenlots,0.27,10.75,95,150,4.0,Yes,59.013692475165875,47.43480300187614,63.05962059620597,869
EVS00978,"7975 Moscow Ave, Moscow",DC Fast Charger,Greenlots,0.47,10.44,89,50,3.2,Yes,28.816020994540107,73.19515322076289,46.5338753387534,4087
EVS00979,"6451 Berlin Ave, Berlin",AC Level 1,Tesla,0.14,7.88,40,22,4.2,No,42.03132333766302,32.046153846153786,43.06666666666668,2549
EVS00980,"6253 San Francisco Ave, San Francisco",AC Level 1,Ionity,0.33,10.35,99,350,5.0,No,71.75996134121388,41.275641025640994,79.46666666666667,237
EVS00981,"2081 Random Rd, City 181, Country",AC Level 2,Tesla,0.36,5.08,58,150,5.0,Yes,68.5900943035293,27.518136335209505,65.03739837398373,338
EVS00982,"9144 Dubai Ave, Dubai",AC Level 2,Greenlots,0.4,8.67,56,150,3.2,Yes,51.757655332663546,52.9104440275172,56.97073170731708,1443
EVS00983,"4001 Cape Town Ave, Cape Town",AC Level 2,Greenlots,0.45,13.65,83,350,4.3,No,59.32707307963956,59.24230769230769,68.25555555555555,843
EVS00984,"4565 Toronto Ave, Toronto",DC Fast Charger,Greenlots,0.36,9.04,32,150,3.9,No,41.40420374319068,51.45878674171358,45.35582655826558,2619
EVS00985,"5456 Seoul Ave, Seoul",DC Fast Charger,Tesla,0.13,8.72,69,150,3.0,Yes,57.35777730799701,35.92198248905564,53.88184281842818,975
EVS00986,"8426 Moscow Ave, Moscow",DC Fast Charger,ChargePoint,0.37,1.46,75,350,3.9,No,63.54995438563865,44.47051282051284,66.74444444444443,593
EVS00987,"1186 Chicago Ave, Chicago",DC Fast Charger,Greenlots,0.24,12.72,98,22,4.0,No,12.666778978425238,58.75641025641028,30.200000000000003,4897
EVS00988,"6207 Mexico City Ave, Mexico City",DC Fast Charger,Greenlots,0.48,13.41,48,22,3.4,No,16.239015020713065,74.70769230769233,34.888888888888886,4807
EVS00989,"9452 Los Angeles Ave, Los Angeles",AC Level 2,EVgo,0.38,3.76,53,22,3.1,Yes,29.1560641894267,50.59999999999998,37.011111111111106,4057
EVS00990,"2019 Beijing Ave, Beijing",AC Level 2,EVgo,0.2,5.24,15,22,3.3,No,27.989934457065562,40.17179487179481,27.87777777777778,4151
EVS00991,"2118 Random Rd, City 223, Country",AC Level 2,EVgo,0.24,5.97,85,150,5.0,No,59.74959383349424,31.159161976235143,56.05962059620596,817
EVS00992,"7941 Cape Town Ave, Cape Town",AC Level 2,Tesla,0.41,14.21,62,50,3.4,Yes,31.667249358184872,64.15156347717316,40.2449864498645,3810
EVS00993,"3714 Mexico City Ave, Mexico City",AC Level 1,Ionity,0.35,15.19,10,150,4.8,Yes,38.892565998783255,49.08314571607243,48.81138211382113,2916
EVS00994,"9132 Seoul Ave, Seoul",DC Fast Charger,Ionity,0.35,17.76,87,22,3.4,Yes,17.582011871973926,69.26538461538459,37.6,4766
EVS00995,"5328 Los Angeles Ave, Los Angeles",DC Fast Charger,ChargePoint,0.35,9.48,33,150,3.5,No,41.32368351115246,53.93699186991867,45.31138211382114,2627
EVS00996,"1582 Chicago Ave, Chicago",DC Fast Charger,ChargePoint,0.49,14.6,22,350,4.6,Yes,38.74418261975589,64.3115384615384,47.82222222222222,2931
EVS00997,"5690 São Paulo Ave, São Paulo",AC Level 1,Greenlots,0.47,6.94,51,150,5.0,Yes,62.6289249142183,37.37070043777354,66.45962059620597,647
EVS00998,"5941 Dubai Ave, Dubai",DC Fast Charger,Ionity,0.35,6.29,12,50,4.5,Yes,53.96854661434812,33.54330831769857,53.55040650406504,1238
EVS00999,"9879 Moscow Ave, Moscow",AC Level 1,Greenlots,0.4,10.29,83,50,4.0,Yes,45.75403961660742,55.322076297685996,53.511653116531164,2077
EVS01000,"8052 Moscow Ave, Moscow",DC Fast Charger,EVgo,0.34,7.79,95,22,3.6,No,11.634031137451355,64.18974358974359,30.86666666666667,4923
EVS01001,"8354 Random Rd, City 493, Country",AC Level 2,EVgo,0.28,2.07,30,150,3.2,No,44.5602899666182,43.54083802376481,44.94471544715448,2216
EVS01002,"9829 Chicago Ave, Chicago",DC Fast Charger,Greenlots,0.31,1.28,92,350,3.3,No,66.87641196339919,41.921794871794795,69.38888888888889,419
EVS01003,"7419 Dubai Ave, Dubai",AC Level 1,Greenlots,0.15,16.18,100,350,4.1,No,70.9909952153703,40.10641025641024,78.14444444444445,254
EVS01004,"876 Berlin Ave, Berlin",AC Level 2,EVgo,0.4,2.69,99,22,4.1,No,19.119417791413788,58.31794871794871,39.74444444444444,4700
EVS01005,"8065 Beijing Ave, Beijing",AC Level 1,ChargePoint,0.31,16.39,19,150,3.0,No,20.74028116114735,70.09083802376477,32.12249322493225,4634
EVS01006,"8901 Dubai Ave, Dubai",DC Fast Charger,Tesla,0.26,2.57,18,50,4.3,Yes,54.308954999107335,24.852845528455166,50.72276422764228,1208
EVS01007,"3827 Dubai Ave, Dubai",DC Fast Charger,Greenlots,0.15,16.01,89,22,3.8,Yes,28.991675976640575,49.52435897435898,44.75555555555556,4073
EVS01008,"1609 Chicago Ave, Chicago",AC Level 1,EVgo,0.5,2.31,78,350,3.5,No,46.67026399641107,60.333333333333215,64.43333333333334,1969
EVS01009,"3202 Toronto Ave, Toronto",AC Level 2,Ionity,0.16,8.81,93,350,4.4,Yes,92.8108066535067,23.258974358974278,89.84444444444445,12
EVS01010,"7554 Mexico City Ave, Mexico City",AC Level 2,EVgo,0.1,10.14,78,350,3.1,No,58.96772597831594,43.58717948717942,61.633333333333326,870
EVS01011,"2171 Random Rd, City 221, Country",AC Level 2,Ionity,0.15,0.75,52,150,3.9,No,54.58366178695707,24.42454659161972,48.715176151761526,1186
EVS01012,"4137 Chicago Ave, Chicago",AC Level 1,Greenlots,0.47,16.08,95,22,3.5,Yes,16.204301752881467,75.77564102564095,39.05555555555556,4809
EVS01013,"3260 Beijing Ave, Beijing",DC Fast Charger,EVgo,0.18,9.66,99,22,4.5,Yes,33.00076116866901,40.9230769230768,45.87777777777777,3659
EVS01014,"6001 San Francisco Ave, San Francisco",DC Fast Charger,EVgo,0.38,17.31,65,50,3.8,Yes,34.01551809899698,63.160537836147604,44.02276422764228,3530
EVS01015,"7770 Seoul Ave, Seoul",AC Level 2,Tesla,0.49,14.12,40,22,4.3,Yes,36.084046133144085,59.54999999999993,50.43333333333333,3281
EVS01016,"2582 Mumbai Ave, Mumbai",AC Level 1,ChargePoint,0.42,6.86,61,22,4.9,Yes,36.56436261014371,45.78461538461535,49.25555555555556,3221
EVS01017,"1452 Los Angeles Ave, Los Angeles",AC Level 1,ChargePoint,0.42,6.82,59,50,3.5,Yes,40.8139251670974,56.33489681050644,49.96720867208673,2689
EVS01018,"4573 São Paulo Ave, São Paulo",AC Level 1,Ionity,0.37,12.66,45,150,4.9,No,48.76786013888884,47.990838023764816,57.066937669376706,1745
EVS01019,"2528 Berlin Ave, Berlin",AC Level 1,Ionity,0.37,9.96,58,50,4.3,No,35.65187119660851,53.16694809255773,41.16720867208672,3332
EVS01020,"3607 Cape Town Ave, Cape Town",DC Fast Charger,Ionity,0.32,16.01,85,50,3.2,Yes,24.83504184028843,68.03489681050652,37.82276422764228,4393
EVS01021,"705 Random Rd, City 295, Country",DC Fast Charger,EVgo,0.27,7.79,98,50,3.8,No,31.140944637256663,57.12848655409619,41.444986449864494,3862
EVS01022,"3398 Berlin Ave, Berlin",DC Fast Charger,ChargePoint,0.32,5.42,61,22,4.6,Yes,45.890584503951274,37.984615384615374,53.82222222222223,2061
EVS01023,"1893 Beijing Ave, Beijing",AC Level 2,Tesla,0.15,7.9,88,150,3.4,Yes,61.099874801547635,38.24505941213251,60.281842818428174,728
EVS01024,"2279 Dubai Ave, Dubai",AC Level 2,Tesla,0.17,12.08,35,350,4.3,Yes,56.37150326582296,41.84487179487171,57.099999999999994,1054
EVS01025,"2645 Bangkok Ave, Bangkok",DC Fast Charger,ChargePoint,0.33,0.59,88,50,4.3,Yes,49.3186701581998,38.07720450281416,52.0560975609756,1681
EVS01026,"2487 Berlin Ave, Berlin",AC Level 1,EVgo,0.14,16.63,67,350,4.3,No,55.10585905144432,46.325641025640905,61.94444444444444,1142
EVS01027,"1173 Mexico City Ave, Mexico City",AC Level 2,ChargePoint,0.13,7.66,14,350,3.6,No,23.822088307380955,48.82435897435891,27.666666666666668,4471
EVS01028,"4596 Mexico City Ave, Mexico City",AC Level 1,Greenlots,0.2,8.41,43,150,4.0,No,52.79045280568661,38.994684177611006,56.366937669376696,1324
EVS01029,"107 Beijing Ave, Beijing",AC Level 1,Greenlots,0.37,13.34,52,150,4.7,No,49.386653310989225,51.01941838649149,57.648509485094856,1675
EVS01030,"2667 Bangkok Ave, Bangkok",AC Level 2,Tesla,0.11,12.2,70,50,3.2,Yes,44.00436612788734,41.438742964352606,45.15609756097562,2300
EVS01031,"7446 Random Rd, City 82, Country",DC Fast Charger,Greenlots,0.17,4.53,57,50,4.9,Yes,56.360196915194194,22.86951219512195,53.18943089430894,1055
EVS01032,"3923 Beijing Ave, Beijing",DC Fast Charger,Greenlots,0.49,14.71,87,50,4.2,No,20.05511206250378,76.6823327079424,39.178319783197836,4659
EVS01033,"4848 Cape Town Ave, Cape Town",DC Fast Charger,Ionity,0.44,3.98,38,150,3.4,Yes,51.82350547045689,48.625453408380224,58.38915989159892,1436
EVS01034,"6289 São Paulo Ave, São Paulo",AC Level 1,Ionity,0.23,7.07,96,50,3.4,No,25.932528862473248,57.24130706691675,35.40054200542006,4314
EVS01035,"1662 Mumbai Ave, Mumbai",DC Fast Charger,Ionity,0.44,7.14,41,50,4.6,No,36.96846068664344,53.11438398999366,47.35609756097561,3171
EVS01036,"9976 Beijing Ave, Beijing",DC Fast Charger,ChargePoint,0.49,3.39,82,350,4.7,Yes,74.07794383167953,40.19358974358967,81.63333333333334,183
EVS01037,"5807 Mumbai Ave, Mumbai",AC Level 1,ChargePoint,0.17,8.18,74,22,4.2,No,27.955633183235964,42.27051282051278,37.111111111111114,4158
EVS01038,"1356 San Francisco Ave, San Francisco",AC Level 1,ChargePoint,0.27,11.11,23,50,4.3,Yes,51.70767547103705,35.846435272044985,51.611653116531166,1448
EVS01039,"7456 Sydney Ave, Sydney",DC Fast Charger,Greenlots,0.36,7.75,58,50,4.5,Yes,55.03447946733815,40.7836147592244,57.01165311653117,1148
EVS01040,"5592 Berlin Ave, Berlin",DC Fast Charger,Tesla,0.23,11.68,51,50,4.9,Yes,51.89284196981567,33.61310193871168,52.34498644986451,1428
EVS01041,"293 Random Rd, City 128, Country",AC Level 2,Ionity,0.27,12.61,57,50,3.7,Yes,42.45483860657899,51.14387116948084,49.233875338753386,2491
EVS01042,"7001 Beijing Ave, Beijing",DC Fast Charger,ChargePoint,0.39,13.09,29,50,4.7,No,37.721766628137196,53.323358348967986,46.367208672086726,3076
EVS01043,"8937 Seoul Ave, Seoul",AC Level 1,Tesla,0.37,14.45,68,350,4.2,Yes,60.297824345242034,55.28333333333325,67.33333333333333,777
EVS01044,"2698 Moscow Ave, Moscow",AC Level 2,Tesla,0.28,19.4,25,50,3.9,No,31.551577971947776,58.927204502814256,44.27831978319784,3817
EVS01045,"4307 Beijing Ave, Beijing",AC Level 2,Greenlots,0.32,8.31,61,22,3.0,No,18.238312571783545,60.397435897435834,29.28888888888889,4737
EVS01046,"2931 Bangkok Ave, Bangkok",AC Level 2,Ionity,0.32,5.59,53,350,3.7,Yes,62.7880070836541,47.17435897435888,64.72222222222223,636
EVS01047,"1328 Cape Town Ave, Cape Town",AC Level 1,Tesla,0.41,18.32,62,350,4.5,Yes,63.92599001975842,61.16025641025637,75.12222222222222,574
EVS01048,"2705 Sydney Ave, Sydney",DC Fast Charger,Tesla,0.42,19.94,14,22,3.4,No,16.38586060303217,73.29743589743586,30.844444444444445,4799
EVS01049,"4526 Berlin Ave, Berlin",AC Level 1,Tesla,0.41,14.13,70,50,3.5,Yes,32.25399093973998,66.40540963101932,43.922764227642276,3732
EVS01050,"5956 Bangkok Ave, Bangkok",AC Level 1,Ionity,0.43,1.06,30,150,3.1,No,31.42309827033883,54.39596622889301,37.57804878048781,3829
EVS01051,"8629 Random Rd, City 442, Country",AC Level 1,Ionity,0.37,6.12,100,50,4.4,Yes,43.478614594117936,50.03617886178855,52.22276422764228,2374
EVS01052,"9710 Berlin Ave, Berlin",DC Fast Charger,EVgo,0.12,19.6,16,22,3.8,Yes,37.171188877795586,38.55641025641015,44.666666666666664,3146
EVS01053,"8158 Bangkok Ave, Bangkok",AC Level 2,ChargePoint,0.33,6.77,14,350,4.6,No,31.732526699699076,50.99102564102553,36.888888888888886,3799
EVS01054,"8103 Los Angeles Ave, Los Angeles",DC Fast Charger,EVgo,0.41,1.26,99,350,3.7,Yes,81.96449715127201,37.24487179487176,85.92222222222223,66
EVS01055,"5842 Cape Town Ave, Cape Town",DC Fast Charger,Greenlots,0.48,10.6,12,22,4.6,Yes,41.601137794079854,47.68974358974355,49.33333333333333,2600
EVS01056,"2751 Bangkok Ave, Bangkok",AC Level 1,Ionity,0.33,2.16,91,22,3.6,No,21.102994687889005,53.632051282051265,35.488888888888894,4615
EVS01057,"3125 San Francisco Ave, San Francisco",AC Level 1,Ionity,0.37,2.61,44,150,4.0,Yes,64.29157657943061,32.142120075046904,62.45582655826559,560
EVS01058,"1487 Berlin Ave, Berlin",AC Level 1,Ionity,0.18,8.78,51,350,3.3,No,47.50182049009052,50.15897435897434,48.633333333333326,1896
EVS01059,"4999 Beijing Ave, Beijing",DC Fast Charger,Tesla,0.31,10.18,92,50,4.6,Yes,49.86433992204751,47.223358348968105,57.31165311653116,1636
EVS01060,"1298 Toronto Ave, Toronto",AC Level 2,Greenlots,0.2,8.18,36,150,3.3,No,39.457615092324424,43.08955597248281,38.844715447154464,2850
EVS01061,"3589 Random Rd, City 87, Country",AC Level 2,Greenlots,0.44,8.21,86,50,4.1,Yes,41.80036701602895,55.64002501563466,50.74498644986449,2578
EVS01062,"3122 São Paulo Ave, São Paulo",AC Level 1,Greenlots,0.29,16.49,58,50,3.0,Yes,33.450883267638105,64.08489681050646,45.40054200542005,3603
EVS01063,"2671 Mumbai Ave, Mumbai",AC Level 1,EVgo,0.42,4.41,14,150,4.3,Yes,46.480145577267095,43.57673545966228,50.778048780487794,1990
EVS01064,"946 Mumbai Ave, Mumbai",AC Level 1,Ionity,0.24,13.81,11,150,4.2,Yes,42.078316239224506,41.6049405878674,44.03360433604336,2540
EVS01065,"5997 Sydney Ave, Sydney",AC Level 2,Greenlots,0.37,8.51,40,22,4.3,Yes,41.94380128572092,43.742307692307705,48.211111111111116,2561
EVS01066,"2613 Berlin Ave, Berlin",AC Level 1,EVgo,0.39,11.54,34,350,3.7,Yes,46.64063574992496,60.52692307692309,51.25555555555555,1972
EVS01067,"1246 Berlin Ave, Berlin",AC Level 2,ChargePoint,0.12,7.36,29,22,3.6,Yes,44.42247486334681,30.67692307692299,44.91111111111111,2236
EVS01068,"1719 Bangkok Ave, Bangkok",AC Level 1,Ionity,0.39,3.32,92,350,3.7,No,59.6184963133668,50.39871794871795,68.85555555555555,820
EVS01069,"7498 Mexico City Ave, Mexico City",DC Fast Charger,Greenlots,0.27,11.2,12,22,4.5,Yes,48.321923876146016,33.224358974358985,47.52222222222223,1801
EVS01070,"4048 São Paulo Ave, São Paulo",DC Fast Charger,Tesla,0.22,4.56,71,22,4.2,Yes,47.14085869450903,32.725641025641,51.68888888888888,1925
EVS01071,"9724 Random Rd, City 190, Country",AC Level 2,ChargePoint,0.32,17.33,47,22,3.7,Yes,30.8036520279262,59.020512820512806,44.81111111111111,3896
EVS01072,"9182 Bangkok Ave, Bangkok",AC Level 1,EVgo,0.2,14.21,45,350,3.2,Yes,51.889512882517934,50.44358974358973,51.4,1430
EVS01073,"9252 Moscow Ave, Moscow",AC Level 1,Tesla,0.26,8.12,15,150,4.5,Yes,54.711381203959085,32.44340212632893,51.60027100271003,1174
EVS01074,"6108 Toronto Ave, Toronto",AC Level 2,Tesla,0.42,18.05,10,150,4.4,No,20.213346070941427,67.83058161350843,36.01138211382114,4656
EVS01075,"4945 Beijing Ave, Beijing",AC Level 2,Greenlots,0.44,7.69,94,22,3.2,No,9.453725913223792,73.45641025641018,32.55555555555556,4951
EVS01076,"680 San Francisco Ave, San Francisco",DC Fast Charger,ChargePoint,0.41,10.5,69,350,4.1,Yes,63.04555374286557,54.33717948717949,70.5,618
EVS01077,"2049 Seoul Ave, Seoul",AC Level 2,Greenlots,0.22,16.99,66,150,3.9,No,48.28744457631342,52.82839274546588,56.981842818428184,1804
EVS01078,"6687 Moscow Ave, Moscow",AC Level 1,Ionity,0.33,13.36,42,50,4.3,Yes,44.63462133692466,46.782332707942366,48.5449864498645,2206
EVS01079,"1611 Mexico City Ave, Mexico City",DC Fast Charger,EVgo,0.29,14.73,86,350,4.1,Yes,80.06163936126678,43.69615384615374,84.01111111111109,78
EVS01080,"1944 Berlin Ave, Berlin",AC Level 1,Greenlots,0.25,4.06,80,350,3.2,Yes,79.11943322431023,35.34743589743589,75.6222222222222,89
EVS01081,"1657 Random Rd, City 231, Country",DC Fast Charger,Ionity,0.38,12.68,24,150,4.4,Yes,47.203577854366074,47.84340212632891,50.144715447154475,1920
EVS01082,"3783 Moscow Ave, Moscow",AC Level 1,Tesla,0.29,17.82,50,22,3.8,No,21.320867617358996,65.15256410256407,39.82222222222222,4606
EVS01083,"276 Chicago Ave, Chicago",AC Level 1,Ionity,0.12,18.09,86,50,3.3,No,14.770898263490437,62.73746091307066,30.700542005420058,4857
EVS01084,"30 Mumbai Ave, Mumbai",DC Fast Charger,EVgo,0.23,16.54,59,150,3.1,No,39.37274432593262,57.11172607879919,46.13739837398374,2859
EVS01085,"9219 Cape Town Ave, Cape Town",AC Level 1,ChargePoint,0.37,3.64,25,350,4.1,Yes,44.01234344530527,48.33717948717942,45.92222222222222,2299
